birthday_too_perfect	In a wood-paneled children's pizza parlor decorated with streamers, a disco ball, pizza-slice murals, and a neon-lit stage holding an animatronic animal band, a woman in a floral dress stands beside a long table where several young children wearing party hats eat pizza, one boy in a red shirt staring forward with a serious expression. 
king_quote	A stubbled man in a dark hoodie and seatbelt sits in the driver's seat of a car in a barren reddish desert landscape, gazing forward with a serious expression while holding a smartphone in his extended right hand, with a coffee cup and papers on the passenger seat. 
drive_on	Viewed from the driver's seat inside a car, a straight two-lane asphalt highway with white dashed center lines recedes into the distance across a barren rocky desert landscape under a vivid red-orange sunset sky, with the dashboard and windshield visible in the foreground. 
arrival_dusk	A desolate Western town street at dusk, lined with weathered wooden storefronts under a massive red rock mesa, shows an old pickup truck parked curbside, a blue bicycle leaning against a parking meter, scattered litter and debris on the sidewalks, and no people present. 
approach_basin	A man in a dark gray hoodie and jeans stands on cracked red earth in a narrow canyon of towering hexagonal basalt rock columns under a red-purple twilight sky, approaching a basin-like clearing in the volcanic formation. 
jen_echo_drive	In a dimly lit cluttered room with papers on the wall and cables on the floor, a young man in a brown hoodie crouches before an old CRT television displaying bright distorted orange light while a translucent red-haired woman appears in profile beside it. 
sinus_ache	A young man in a dark zip-up hoodie sits alone in the driver's seat of a parked car in a vast, barren desert landscape, glancing sideways with a water bottle and papers on the passenger seat. 
i_know_piece	A young man with short dark hair and stubble, wearing a dark zip-up hoodie, sits in a rustic wooden cabin room with peeling floral wallpaper and a lace-curtained window, leaning forward at a table scattered with yellowed papers and a vinyl record while clasping his hands and looking off to the side with a concerned expression. 
section_break_I	A long straight asphalt road recedes into the distance through a flat, barren desert scrubland under a heavy overcast sky with a vivid red glow on the horizon, empty of any people, vehicles, or animals. 
and_then_what	A man in a dark zip-up hoodie crouches on a blood-stained concrete ledge in near-total darkness, looking tensely off to the left. 
coordinates_confirm	A man in a dark hoodie sits in the driver's seat of a dusty truck in a barren desert landscape, one hand on the steering wheel, with a yellow sticky note listing coordinates 37.8842° N, 117.4639° W and "3.2mi past last marker" and a smartphone showing a map app on the dashboard. 
berklee_past	In a dimly lit Berklee recording studio control room with warm wall sconces and wood-paneled walls, a young man wearing headphones adjusts faders on a large Berklee-branded mixing console while a young woman operates nearby reel-to-reel tape decks and a young man with curly hair takes notes at a table scattered with notebooks and coffee cups. 
town_placed	An aerial establishing shot depicts a small, empty desert town with a curving main road, gas station, and low single-story buildings set in a vast red-rock canyon with towering stratified cliffs and a dominant mesa, including one prominent bright-red building on the right. 
no_people	A steaming white coffee cup sits on a windowsill in the foreground overlooking an empty diner interior with tables and stools, viewed from a quiet small-town street in "Crimson Falls, Town Limits - Pop. 47" lined with pastel storefronts, American flags, and parking meters under warm light. 
chime_intervals	A young man in a dark hoodie stands beneath several red tubular metal wind chimes suspended from a white wooden beam, looking upward at them against a pale sky. 
wrong_geometry	A dimly lit corner of a dark stone structure where two tall walls of coarse reddish-brown bricks with red mortar meet above a stone-tiled floor scattered with small rubble. 
starfall_sign	A weathered wooden "STARFALL INN" sign with peeling paint leans at an angle on the concrete steps of a dark green building at twilight under a red sky, with a large rock in the foreground and no people visible. 
room_six_key	A man in a dark hoodie stands in a sparsely furnished, dimly lit room with reddish light from an open doorway revealing a desert landscape, holding a large copper key attached to a cracked wooden tag marked "6" toward the viewer, with a desk lamp and papers on a table nearby. 
red_door_venn	A man with short dark hair and stubble, wearing a gray zip-up hoodie over a black t-shirt, stands with hands in his pockets on a sidewalk in front of a weathered beige building with peeling paint and a bright red door, backed by a large reddish-brown mesa, empty street, and parked cars in a desert town under overcast skies. 
room6_enter	A man in a dark hoodie and jeans stands in the doorway of a plain bedroom, looking inside toward a bed with white bedding and a large framed abstract wall art of two black face silhouettes facing each other across a red gradient. 
expected_alex	A man in a gray hoodie stands leaning on a wooden reception desk inside a rustic lodge with a stone wall, speaking to a seated older woman with glasses and a beige cardigan who looks up from an open book, while a bright desert landscape is visible through the open doorway behind him. 
drink_all	A man in a dark gray hoodie sits in a bedroom holding a glass of water with condensation, gazing warily to the side near a bed and a framed artwork of two facing silhouettes. 
voice_studio	A sparse neutral bedroom serves as a voice studio with a bed on the right, a desk on the left holding an open laptop displaying audio software and a MIDI keyboard controller, a jacket-draped chair, and a framed black-and-white photo of a broken vase on the wall, with no one present. 
knock_venn	A man in a gray zip-up hoodie and jeans sits on the edge of a bed in a sparse hotel room, hands clasped, staring toward the closed door as a beam of red light crosses the carpet; a white paper rests on the nightstand and a framed black-and-white line drawing of two facing profiles hangs on the wall. 
kelly_photo_wrong	A man in a dark hoodie sits on the edge of a bed in a dimly lit bedroom with pinkish lighting and a framed two-faced vase artwork, holding a silver flip phone, while a foreground television screen displays a video of a young boy with frosting on his face in front of a birthday cake with five lit candles arranged in a star pattern, overlaid with the date 12-18-97. 
walk_town	A man and a woman walk side-by-side down the center of an empty small-town street at dusk in Crimson Falls, passing brick and wooden storefronts including "Crimson Falls Hardware" on the left and a pharmacy with a green cross on the right, with a red water tower labeled "CRIMSON FALLS" visible above the buildings. 
jen_guide	A man in a gray hoodie walks forward on an urban sidewalk with a concerned expression while a woman with a ponytail and brown shoulder bag glances warily over her shoulder beside a red brick building with a chain-link fence, red stains visible on the pavement under hazy light. 
cultivation_list	A man in a dark hoodie and a woman with a ponytail carrying a brown satchel walk side by side on a sidewalk past weathered brick storefronts with faded signs on a deserted street at dusk. 
marquee_walk	A bearded man in a dark zip-up hoodie and jeans stands on a concrete walkway at dusk in front of a dark wooden building with stone foundation, large windows, and double glass doors, beneath a white marquee sign reading "THE FIFTH HARMONIC 8 PM" against a vivid orange-red sunset sky with a puddle on the ground. 
field_approach	A man in a black hoodie and a woman with a brown satchel walk across a vast flat white plain toward two large black circular voids with pink-red edges under a hazy pink sky. 
black_holes_question	A man in a gray hoodie and a woman in a blue shirt with a shoulder bag stand with their backs to the camera beside a long rustic stone-and-wood building, as the woman points across a vast cracked white salt flat toward the horizon beneath a hazy red sky. 
holes_absence	A man in a dark gray hooded sweatshirt stands with his head bowed amid a vast cracked white plain under a hazy red sky, surrounded by dozens of large circular black holes with glowing red rims arranged in a receding grid across the barren ground. 
look_down	A man in a dark gray hoodie kneels on cracked, pale, barren ground in a flat arid landscape and leans forward to stare down into a large, perfectly circular black hole with a glowing pink-red rim. 
rock_gone	A man in a gray hoodie crouches on a vast, cracked white salt flat under a hazy pink sky and reaches his hand toward a large circular black void with a glowing red rim, surrounded by dozens of smaller identical red-edged holes. 
hawking_wrong	On a vast cracked white plain under a pink sky, a man in a dark hoodie stands looking down while a woman in a blue shirt crouches beside a large circular black void with glowing red edges, with multiple similar red-rimmed black holes scattered across the barren ground. 
three_tonight	A woman in a denim shirt carrying a brown shoulder bag glances back concerned over her shoulder and a man in a dark hoodie stands alert beside her on a snow-covered path next to a red-tinged body of water under a stormy crimson-purple sky with a funnel cloud and a lit low building in the background. 
community_exterior	A man with short dark hair and stubble, wearing a dark hoodie and jeans, stands in the paved lot outside the open door of the Riverside Community Center, a low single-story building with stone and wood siding and large windows reflecting a vivid orange-red sunset sky. 
roads_curve	A man in a dark hoodie over a black t-shirt and jeans stands with his hand raised to his neck facing a woman with a ponytail in a blue shirt carrying a brown leather messenger bag across a vast cracked white salt flat under a deep pink sky. 
sarah_montreal	In a sparsely furnished community hall with rows of empty folding chairs, wall corkboards, a wooden podium, and windows casting pinkish light, a man in a dark hoodie stands speaking to a smiling woman in a black top seated on a chair in the foreground while a blurred figure sits in the background. 
compatible_why	A woman with white hair in a black dress stands in the aisle of a dimly lit empty auditorium holding a violin while facing a large wooden stage, with sparse audience members seated among rows of wooden chairs under overhead spotlights. 
insane_or_not	In a dimly lit, empty concrete warehouse with peeling beige walls and red floor lights, five adults stand in a loose circle around a central man in a dark green jacket who looks upward with a concerned expression. 
mother_1997	A woman in a floral dress and hat walks hand-in-hand with a young boy in a gray t-shirt across a vast cracked white salt flat under bright sunlight, with multiple dark circular craters in the ground and the boy looking back with a surprised expression. 
performance_eve	In a remote desert landscape at dusk beneath a towering mesa, a man in a dark hoodie sits alone inside a roadside building with large windows, surrounded by empty tables and chairs, with two vintage cars parked outside on the gravel. 
marcus_elena_david	Inside a circular concrete bunker with rough curved walls and large windows overlooking a barren rocky landscape under a pinkish sky, Elena sits on the left, Marcus centers the group in a black hoodie with hands clasped, and David joins two other somber adults around a metal table scattered with papers and a thermos, all lit by a single overhead pink fluorescent tube. 
pattern_origin	In a dimly lit wooden school auditorium at sunset, a white-haired woman in a black dress stands center holding a violin and bow while a dark-haired man in a hoodie sits in a wooden chair to her right looking up at her, with rows of empty chairs, a stage, and music stands visible behind them. 
entities_process	In a sparsely furnished office with yellow walls, a wooden desk, lit lamp, and window with blinds, a young man in a dark hoodie sits slouched in a chair looking upward while a middle-aged woman in glasses and a beige shirt stands with clasped hands gazing down at him. 
trinity_rifts	In a vast empty warehouse with exposed wooden ceiling trusses, concrete floors, and scattered folding chairs, an East Asian woman with long black hair sits in the foreground looking upward while a man in a dark hoodie crouches beside her, both lit by strong diagonal shafts of sunlight. 
erase_consciousness	In a dimly lit, worn classroom or rehearsal hall lined with rows of empty wooden folding chairs and sunlight from tall windows on the right, a man in a gray hoodie stands with his back to the viewer facing a blonde woman in a black dress who holds a violin at her side. 
sensory_replace	In a spacious auditorium-style hall with high windows glowing pink at sunset and an empty stage in the background, six people sit on folding chairs in a loose semi-circle facing a seventh person visible from behind in the foreground, including a woman with long white hair holding a violin. 
sunset_anger	Six adults sit in folding chairs arranged in a circle inside a sparse cinder-block room with large windows glowing orange at sunset, a man in a dark hoodie leaning forward to stare at a white-haired woman holding a violin on her lap while the others sit with neutral or guarded expressions amid tables and a bulletin board. 
seventy_years	In a rundown concrete room with peeling red walls, stained bulletin boards, and a single overhead fluorescent tube, a woman in a denim shirt and leather shoulder bag gestures emphatically while addressing three adults—a young East Asian woman with crossed arms, a Black man in a jacket, and a white man with arms folded—who listen tensely around a metal table holding papers and a paper cup. 
prison_survival	A man in a dark zip-up hoodie and a woman in black stand tensely in a narrow, dilapidated wooden hallway lit by a single bare red bulb, the man peering out from a doorway while the woman gestures alertly with one hand raised. 
elena_failed_escape	In a dimly lit derelict room with peeling walls and two large windows glowing with orange sunset light, Elena—a young woman with short black bob hair, tear-streaked face, and black floral tattoos on both arms—wears a dark tank top and stares forward in distress with arms extended toward the viewer. 
choice_no	In a dimly lit wooden hall with tall multi-paned windows glowing red-orange from sunset light, a silver-haired woman in a black dress stands on a raised platform holding a violin and bow, with the back of an observer's head visible in the foreground. 
three_going	Three adults—a middle-aged Black man with a gray beard, a young East Asian woman, and a white man with glasses—sit closely together on a worn brown couch in a dimly lit, cracked reddish room, hands clasped and somber expressions facing forward as orange sunset light glows through lace curtains on a window behind them. 
fifth_harmonic_desc	In a dilapidated sunlit hall with peeling pink walls, high windows, wooden stage, and scattered folding chairs draped with red cloth, an elderly white-haired woman in a black dress stands playing a violin while a bearded man in a dark hoodie sits watching her. 
cosmic_scale_1	In a black cosmic void, two vast veiny leathery membranes representing separate universes are torn apart along a central horizontal raw scar of exposed red and yellow tissue, blood, and thin nerve-like strands. 
cosmic_scale_2	A deep-space establishing view shows a bright central nebula and dense starfield against a dark red-black void, overlaid with multiple solid black circular silhouettes of varying sizes scattered in the foreground. 
cosmic_scale_3	A large Earth-like planet wrapped in a glowing red geometric lattice with multiple large irregular black voids on its surface floats centered in a dark starry space with faint nebulae. 
jen_shepherd	A red-haired woman in a pink t-shirt stands alert in the empty sunlit hall of Crimson Falls Community Center (est. 1978), with long shadows from yellow-blinded windows, an American flag, stacked folding tables and chairs, a piano, and a bulletin board behind her. 
hartman_morrison	In a dimly lit, cluttered red music rehearsal room with peeling ceiling paint, two grand pianos, reel-to-reel tape machines and bulletin boards covered in sheet music, an older man in glasses and a green cardigan leans over a seated young man wearing headphones and a black t-shirt, resting one hand on the youth's shoulder while pointing a pencil at open sheet music on a stand beside a violin, coffee cups and a donut. 
water_lithium	In a dimly lit bedroom, a man's hand rests on an open handwritten notebook beside a mostly empty glass water pitcher on a wooden nightstand under the glow of a yellow-shaded table lamp. 
grandmother_voice	A close-up portrait shows a middle-aged Black man with short black hair, a graying beard, and a serious, furrowed expression wearing a brown jacket over a gray t-shirt, positioned in front of a cracked, dingy wall with a rusty pipe valve smeared in red stains and a thin red coiled wire near his right ear. 
apotheosis_pitch	A white-haired woman in a black dress stands on a low red-lit stage in a dilapidated auditorium with peeling red walls, playing violin under a chandelier and red lamps, as rows of somber middle-aged men and women in dark formal clothing sit watching from wooden chairs. 
iris_weapon	In a large hall with red walls, rows of folding chairs, and wall posters, a white-haired woman in a black dress stands holding a violin and bow while a seated audience of diverse adults watches, with a man in a dark hoodie prominent in the foreground. 
audience_wait	In a dimly lit room with red ambient lighting and red strings webbed across the floor and space, a white-haired woman in a black dress plays violin on a wooden platform while a man in a green shirt stands arms-crossed behind her and a diverse group of seated people on folding chairs form a surrounding audience, including a young man in a black hoodie staring forward in the foreground. 
decided_not	In a dimly lit bare concrete room with peeling walls, exposed ceiling beams, and a dark rain-streaked window, a man in a gray zip-up hoodie leans forward tensely in the foreground while a woman seated near him holds a violin and bow, and a group of six adults sit on folding chairs under red light from a floor lamp, watching intently. 
red_frequency_name	In a dark cosmic void, a bright red glowing sphere with a textured surface emits intricate, branching red filaments and wispy, smoke-like tendrils that trail outward to the right. 
language_in_music	In a dimly lit concrete room lit by a single red bulb, several people sit motionless on folding chairs with their backs to the camera, surrounded by long red strings dangling from the ceiling onto the floor in front of a small barred window. 
awakening_01	A close-up shows a musician's hand in a dark sleeve drawing a bow across the strings of a worn brown wooden violin, with visible rosin dust on the strings and instrument, in a dimly lit room with a wooden floor. 
awakening_02	A lone man in a green t-shirt sits centered on a metal folding chair in a large empty institutional room with cinder block walls and concrete floor, surrounded by rows of unoccupied folding chairs, while sunlight streams through windows with yellow blinds onto a table holding a coffee urn and cups beside a bulletin board. 
awakening_03	Four adults—a young East Asian woman, a Black man, a white man with glasses, and a tattooed woman with a short black bob—sit on folding chairs in a sparsely populated hall with wood-paneled walls, a stone fireplace, and large windows overlooking a red sunset landscape, surrounded by rows of empty chairs. 
section_break_III	In a rundown meeting room with peeling walls, ceiling tiles, and large windows casting orange light, a blonde woman in a black dress stands on a low platform playing a violin while six adults of varied ages and ethnicities sit watching from folding chairs arranged in a semicircle, with a coffee urn on a side table and a corkboard of papers on the back wall. 
awakening_04	A middle-aged man in a plain dark t-shirt stares forward with wide, alarmed eyes and a slightly open mouth in a pitch-black void enclosed by an irregular, glowing crimson-red mist frame containing scattered golden particles. 
awakening_05	A hand holds a bow resting across the strings of a worn wooden viola in a tight macro close-up, with the instrument's scroll, neck, and fingerboard sharply detailed against a blurred warm indoor background. 
awakening_06	In a rundown auditorium with peeling walls, rows of folding chairs, and windows casting red light, injured man Alex in a gray hoodie sits on a wooden chair with a dazed expression, mouth open and eyes gazing upward. 
awakening_07	A diverse group of adults sits on folding chairs in a wood-paneled community hall with stone pillars, staring forward as strong orange sunset light streams through large windows with handprints, casting long red beams across the floor while one woman in the foreground has blood on her face and a low wooden platform stands in the right foreground. 
awakening_08	A woman with long white hair wearing a dark long-sleeved top kneels on a wooden stage in a dimly lit hall with orange walls and wainscoting, playing a violin with bow under slanting sunlight beams. 
awakening_09	Four adults sit in a row of folding chairs in a large, sparsely furnished community hall with exposed wooden beams and a bulletin board, linked by thin red threads stretched across their faces and necks while gazing upward. 
awakening_10	A woman with dark hair in a ponytail and a blue denim shirt stands in a dimly lit, rundown school auditorium with cinder-block walls, peeling posters, rows of folding chairs, a folding table holding a coffee urn and paper cups, and a stage with red curtains; she touches the wall with one hand while carrying a brown leather messenger bag. 
perception_01	A woman plays a violin in a dimly lit, rundown room with peeling wallpaper as a glowing red filament extends from her eye across the instrument, watched by a standing man behind her and a seated older woman to the side. 
perception_02	A young man in a gray zip-up hoodie over a black t-shirt tilts his head back under red lighting, exposing his stubbled throat in close-up against a worn, cracked beige wall. 
perception_08	A wide establishing shot in deep space shows a large dark planet covered in a glowing yellow neural network laced with crimson veins, with fragmented glowing clusters linked by red tendrils floating above its horizon amid stars and nebulae. 
perception_09	A close-up of a young man in a dark gray hoodie over a black t-shirt, mouth wide open in a gasp or shout, illuminated by red light in a dimly lit room with peeling wallpaper. 
perception_10	A fair-skinned woman with platinum-white hair slicked into a tight bun stands in close-up with eyes closed and head slightly bowed, her face lit by red sidelight against a dark stone block wall while wearing a plain black t-shirt. 
integration_02	A diverse group of adults of mixed ages and ethnicities sit on chairs in a circle inside a dimly lit institutional room with red fluorescent ceiling lights, beige walls, and bulletin boards, connected by thin red threads wrapped around their foreheads and wrists that crisscross between them. 
apotheosis_03	A young girl in a light green floral dress stands on a vast white salt flat holding an adult's hand beside a large circular metal-rimmed dark opening embedded in the cracked ground under a pale sky. 
apotheosis_04	A woman in a floral dress and a young boy in a dark t-shirt and shorts stand barefoot hand-in-hand on the cracked white edge of a vast salt flat, backs to the viewer, overlooking the barren plain beneath a solid red sky with a dark rocky chasm in the foreground. 
apotheosis_05	A man in a dark hoodie sits hunched forward in a folding chair with both hands covering his face inside a sparsely furnished community center hall with cinderblock walls, scattered empty chairs, a red-curtained stage and podium, a floor lamp with a red shade, and papers strewn on the floor under overhead fluorescent lighting. 
integration_01	A close-up macro shot shows a person's right hand in a dark shirt gripping a violin bow with frayed, worn horsehair as it rests against the strings of a dark wooden violin near the bridge, under warm dramatic lighting with the instrument's body and f-hole visible. 
apotheosis_06	A lone metal lattice tower stands in the center of a vast, cracked salt-flat desert beneath a twilight sky that is violently tearing open with jagged crimson-black rifts and purple lightning. 
apotheosis_07	A woman stands with her back to the camera in a bright community center meeting room with cinder block walls, bulletin boards, and folding chairs, facing a glowing translucent woman in a light blue t-shirt who stands ethereally in the center while three older adults sit watching from the side. 
neural_vortex_wide	A woman in a blue shirt with a messenger bag stands in the foreground of a vast cracked salt flat desert at dusk, gazing upward at a massive glowing red neural-like vortex of branching tendrils and bright nodes suspended in the dark sky, while two silhouetted figures stand in the midground. 
perception_04	A man with glowing yellow eyes, dark stubble, and a grey hoodie stares forward in a dark red-lit control room containing audio mixing consoles, wires, and electronic equipment. 
end_title	A pitch-black void with a single thin glowing crimson horizontal line spanning the center, empty of people or objects. 
perception_03	In a dilapidated concrete interrogation room with peeling walls and a single red overhead bulb, a distressed blonde woman in a green t-shirt sits at a metal table with her hand on her chest across from a man in a dark sweatshirt viewed from behind, a reel-to-reel tape recorder and hand-drawn diagrams on the table between them, and a large red audio waveform graphic with a central scribbled eye overlaid in the foreground. 
perception_06	A close-up of a distressed middle-aged man with short dark hair and stubble in a dark gray zip-up hoodie, tears streaming down his face and mouth slightly open, set against plain dark reddish-brown walls in a dimly lit interior. 
perception_05	A young man with short dark hair and stubble sits tensely forward in a worn green armchair in a dimly lit, red-lit room with faded floral wallpaper, staring wide-eyed to his right with mouth slightly open beside a side table holding a liquor bottle, glasses, and scattered papers under a red-shaded floor lamp. 
perception_07	A middle-aged man with wide eyes and stubble, wearing a dark gray hoodie and jeans, sits in a worn armchair in a dimly lit rundown room with peeling wallpaper, gesturing defensively with both hands raised while a red-shaded floor lamp illuminates a side table holding a water glass and an ashtray of cigarette butts. 
integration_03	A dark cosmic void with a black background features an intricate network of glowing red vein-like filaments and scattered orange particles, containing three prominent black circular voids each encircled by faint white concentric rings and linked by luminous red connections. 
integration_05	In a dimly lit abandoned industrial warehouse with peeling walls, high windows casting pink light, and concrete floors, numerous translucent ghostly humanoid figures stand motionless amid scattered debris while thick tangled red fibrous strands knot and stretch across the foreground. 
integration_04	A close-up shows a sweaty young man with short dark hair, green eyes, stubble, and a dark zip-up hoodie against a plain reddish-brown textured wall, gazing upward with mouth parted and a droplet of liquid on his lower lip. 
integration_06	A wide establishing frame shows a solid black circular void at center, encircled by tangled, withered thorny branches and vines smeared with red fluid against a dark field with a faint red halo. 
integration_07	A man in a dark hoodie and jeans sits turned on a metal folding chair inside a sparse concrete-block room with wooden wainscoting, rows of empty chairs, a wooden podium, American flag, and corkboards, looking back over his shoulder as cracked desert ground and barren landscape are visible through the windows under red and fluorescent lighting. 
integration_08	In a dimly lit room with a stained drop ceiling of square tiles and exposed wooden beams draped in cobwebs, a jagged hole tears through the tiles as glossy red satin fabric wrapped in white plastic bursts downward, framed by glowing purple cracks. 
integration_09	An empty wooden-paneled community hall illuminated by red light through long windows smeared with bloody handprints contains folding tables with paper plates and a coffee urn, a stack of chairs, a podium on a low stage, and dark blood stains across the concrete floor. 
integration_10	In a dark, dramatically lit setting with floating red particles, a person's hands in dark clothing play a weathered wooden violin, left hand fingering the strings on the neck while the right hand draws the bow. 
revelation_01	A person in a black shirt plays a dark reddish-brown violin in a dimly lit room with red lighting, left fingers pressing the strings on the neck while the right hand draws the bow, with red particles floating around the instrument. 
revelation_02	A close-up of a cracked, off-white industrial surface densely covered in uniform rows of dark circular holes, each bordered by a pinkish-red ring, with peeling discoloration across the top. 
revelation_03	An extreme close-up of a pair of swollen, cracked dark-purple lips with torn skin and viscous dark blood dripping from the center and corners, centered against a solid black background with a soft vignette. 
revelation_04	Against a solid black cosmic void, intricate interlocking crimson-red lattice structures with cracked veined surfaces, multiple circular voids, and viscous red drips float and cross diagonally with no figures or living subjects present. 
revelation_05	From inside a dimly lit spacecraft control room, a man in a dark red t-shirt sits at a console with his back to the viewer, looking out a large scratched window at a swirling cloud of bright golden particles in space beneath a glowing horizontal light streak, with plastic cups on the sill. 
revelation_07	A man in a dark green hoodie sits on a red-cushioned folding chair in a red-lit cinder block basement hall with rows of empty chairs, an American flag, posters on bulletin boards, and a floor lamp in the background, gazing upward with a startled expression. 
revelation_06	A glowing hemispherical lattice of thin red filaments studded with bright yellow nodes floats in black space, forming an intricate interconnected cosmic web with no people or other objects present. 
revelation_09	In a large empty auditorium with rows of folding chairs and a wooden stage under harsh overhead lights, a woman stands center stage with arms outstretched while five people below stand and crouch amid a dense web of red strings radiating from her and filling the room. 
revelation_08	A close-up of a young man with dark tousled hair and stubble wearing a black zip-up hoodie, head bowed and eyes closed with a furrowed brow and parted lips, his sweaty face lit by strong reddish light against a plain textured brown wall. 
revelation_10	In a derelict concrete room with cracked walls and small high windows, a large tattered blood-soaked red fabric hangs diagonally across the space, dripping heavily onto a small metal table and pooling on the floor below. 
apotheosis_08	In a dimly lit community hall with a red curtain backdrop, a young woman with white hair wearing a black dress stands center holding a violin and bow, encircled by six seated adults on folding chairs linked by red strings as they sing with open mouths under crimson light. 
apotheosis_02	A young woman in a light pink floral dress stands holding a cello upright with bow in hand inside a glass conservatory lined with potted palms and plants, next to an open wooden door. 
apotheosis_01	A close-up shows a person's left hand wearing a thin silver ring drawing a bow across the strings of a worn reddish-brown cello covered in white rosin dust, against a dark out-of-focus red and black background. 
silence_after	In a sparsely furnished institutional room with folding chairs, corkboard-covered walls, and overhead fluorescent lights casting a pink glow, a somber man in a gray hoodie sits on a chair in the center while a silver-haired woman in a long black dress stands beside him holding a violin upright. 
mother_memory_full	In a vast cracked white salt flat desert under a pale starry twilight sky with a red horizon, a man in a dark hoodie kneels with hands on the ground behind a large circular black void while a woman in a floral dress and young boy in a striped shirt hold hands in the foreground around the hole. 
hole17_edge_night	A man with dark curly hair stands alone on a vast cracked white plain at night, gazing down at a large circular black hole with a glowing red rim, under a dramatic starry sky featuring the Milky Way. 
pattern_history_vision	A vast snowy plain at sunset shows a large circular black pit in the foreground with radial tracks radiating outward, while a tall metal lattice tower stands silhouetted against the orange horizon with the sun setting behind it. 
stop_existing	A middle-aged man in a dark zip-up hoodie stands in a barren rocky desert at night under stars, staring upward in alarm to the right of a large black circular void with a glowing red rim set into a cracked stone cliff face, as white smoke drifts from the portal. 
ten_second_fall	A white-haired woman in a long black dress with red collar stands with clasped hands on a cracked gray plain under a starry night sky, surrounded by many large circular holes with glowing red rims, a closed violin case resting on the ground to her right. 
others_wait	Four adults—a Black man in a jacket, a man in a dark hoodie, an East Asian woman, and a man with glasses—stand together on a vast cracked barren plain at night under a starry red sky, looking toward a large circular black hole with a glowing red rim in the foreground. 
angry_fair	A stubbled man in a gray hooded jacket with an intense, angry expression sits in a cracked barren desert at night under a starry sky and Milky Way, with a glowing red pit behind him. 
sarah_live_option	A young East Asian woman with shoulder-length black hair and bangs, wearing a black top, stands in the foreground of a barren cracked desert at night, gazing forward with a serious expression beneath a starry Milky Way sky, with the dry ground behind her covered in dozens of evenly spaced circular craters rimmed in glowing red cracks. 
